x,y,ppscore,case,is_valid_score
ADI_R_VERBAL_TOTAL_BV,ADOS_MODULE,0.149386898063668,regression,True
ADI_R_VERBAL_TOTAL_BV,ADOS_TOTAL,0.0670729434736188,regression,True
ADI_R_VERBAL_TOTAL_BV,ADOS_COMM,0.0323280503826906,regression,True
ADI_R_VERBAL_TOTAL_BV,ADOS_SOCIAL,0.047043149360911696,regression,True
ADI_R_VERBAL_TOTAL_BV,ADOS_RSRCH_RELIABLE,0.6166884448004921,regression,True
ADI_R_VERBAL_TOTAL_BV,SRS_RAW_TOTAL,0.5902814234498879,regression,True
ADI_R_VERBAL_TOTAL_BV,AGE_AT_SCAN,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,SEX,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,EYE_STATUS_AT_SCAN,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,SUB_IN_SMP,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,FIQ,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,VIQ,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,PIQ,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,anat_cnr,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,anat_efc,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,anat_fber,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,anat_fwhm,0.022268743197233376,regression,True
ADI_R_VERBAL_TOTAL_BV,anat_qi1,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,anat_snr,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_efc,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_fber,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_fwhm,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_dvars,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_outlier,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_quality,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_mean_fd,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_num_fd,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_perc_fd,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,func_gsr,0.0,regression,True
ADI_R_VERBAL_TOTAL_BV,HANDEDNESS_CATEGORY,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,SITE_ID,0.12215787962575438,classification,True
ADI_R_VERBAL_TOTAL_BV,FIQ_TEST_TYPE,0.08398408475268276,classification,True
ADI_R_VERBAL_TOTAL_BV,VIQ_TEST_TYPE,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,PIQ_TEST_TYPE,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,CURRENT_MED_STATUS,0.003120377963293531,classification,True
ADI_R_VERBAL_TOTAL_BV,qc_rater_1,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,qc_anat_rater_2,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,qc_func_rater_2,0.10217815805984135,classification,True
ADI_R_VERBAL_TOTAL_BV,qc_anat_rater_3,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,qc_func_rater_3,0.0,classification,True
ADI_R_VERBAL_TOTAL_BV,ID,0.009116211204603597,regression,True
ADI_R_VERBAL_TOTAL_BV,FILE_ID,0.0,classification,True
ADI_RRB_TOTAL_C,DX_GROUP,0.888682745825603,regression,True
ADI_RRB_TOTAL_C,ADI_R_SOCIAL_TOTAL_A,0.18898276392197033,regression,True
ADI_RRB_TOTAL_C,ADI_R_VERBAL_TOTAL_BV,0.23081338211605662,regression,True
ADI_RRB_TOTAL_C,ADI_RRB_TOTAL_C,1.0,predict_itself,True
ADI_RRB_TOTAL_C,ADI_R_RSRCH_RELIABLE,0.4819371830481217,regression,True
ADI_RRB_TOTAL_C,ADOS_MODULE,0.24352508517169513,regression,True
ADI_RRB_TOTAL_C,ADOS_TOTAL,0.0,regression,True
ADI_RRB_TOTAL_C,ADOS_COMM,0.0,regression,True
ADI_RRB_TOTAL_C,ADOS_SOCIAL,0.0,regression,True
ADI_RRB_TOTAL_C,ADOS_RSRCH_RELIABLE,0.5347343569154046,regression,True
ADI_RRB_TOTAL_C,SRS_RAW_TOTAL,0.5064395947301509,regression,True
ADI_RRB_TOTAL_C,AGE_AT_SCAN,0.0,regression,True
ADI_RRB_TOTAL_C,SEX,0.0,regression,True
ADI_RRB_TOTAL_C,EYE_STATUS_AT_SCAN,0.0,regression,True
ADI_RRB_TOTAL_C,SUB_IN_SMP,0.0,regression,True
ADI_RRB_TOTAL_C,FIQ,0.0,regression,True
ADI_RRB_TOTAL_C,VIQ,0.0,regression,True
ADI_RRB_TOTAL_C,PIQ,0.0,regression,True
ADI_RRB_TOTAL_C,anat_cnr,0.0,regression,True
ADI_RRB_TOTAL_C,anat_efc,0.0,regression,True
ADI_RRB_TOTAL_C,anat_fber,0.0,regression,True
ADI_RRB_TOTAL_C,anat_fwhm,0.023563537160871784,regression,True
ADI_RRB_TOTAL_C,anat_qi1,0.0,regression,True
ADI_RRB_TOTAL_C,anat_snr,0.0,regression,True
ADI_RRB_TOTAL_C,func_efc,0.0,regression,True
ADI_RRB_TOTAL_C,func_fber,0.0,regression,True
ADI_RRB_TOTAL_C,func_fwhm,0.0,regression,True
ADI_RRB_TOTAL_C,func_dvars,0.0,regression,True
ADI_RRB_TOTAL_C,func_outlier,0.0,regression,True
ADI_RRB_TOTAL_C,func_quality,0.0,regression,True
ADI_RRB_TOTAL_C,func_mean_fd,0.0,regression,True
ADI_RRB_TOTAL_C,func_num_fd,0.0,regression,True
ADI_RRB_TOTAL_C,func_perc_fd,0.0,regression,True
ADI_RRB_TOTAL_C,func_gsr,0.0,regression,True
ADI_RRB_TOTAL_C,HANDEDNESS_CATEGORY,0.0,classification,True
ADI_RRB_TOTAL_C,SITE_ID,0.12443087079471193,classification,True
ADI_RRB_TOTAL_C,FIQ_TEST_TYPE,0.05684738534205894,classification,True
ADI_RRB_TOTAL_C,VIQ_TEST_TYPE,0.0,classification,True
ADI_RRB_TOTAL_C,PIQ_TEST_TYPE,0.0,classification,True
ADI_RRB_TOTAL_C,CURRENT_MED_STATUS,0.02685779020181824,classification,True
ADI_RRB_TOTAL_C,qc_rater_1,0.0,classification,True
ADI_RRB_TOTAL_C,qc_anat_rater_2,0.0,classification,True
ADI_RRB_TOTAL_C,qc_func_rater_2,0.09310747791457026,classification,True
ADI_RRB_TOTAL_C,qc_anat_rater_3,0.008222722562404583,classification,True
ADI_RRB_TOTAL_C,qc_func_rater_3,0.0,classification,True
ADI_RRB_TOTAL_C,ID,0.021756941640453054,regression,True
ADI_RRB_TOTAL_C,FILE_ID,0.0,classification,True
ADI_R_RSRCH_RELIABLE,DX_GROUP,0.9517625231910947,regression,True
ADI_R_RSRCH_RELIABLE,ADI_R_SOCIAL_TOTAL_A,0.1696134605275469,regression,True
ADI_R_RSRCH_RELIABLE,ADI_R_VERBAL_TOTAL_BV,0.1982488381554821,regression,True
ADI_R_RSRCH_RELIABLE,ADI_RRB_TOTAL_C,0.0964332121928495,regression,True
ADI_R_RSRCH_RELIABLE,ADI_R_RSRCH_RELIABLE,1.0,predict_itself,True
ADI_R_RSRCH_RELIABLE,ADOS_MODULE,0.17669808019181288,regression,True
ADI_R_RSRCH_RELIABLE,ADOS_TOTAL,0.0,regression,True
ADI_R_RSRCH_RELIABLE,ADOS_COMM,0.0,regression,True
ADI_R_RSRCH_RELIABLE,ADOS_SOCIAL,0.0,regression,True
ADI_R_RSRCH_RELIABLE,ADOS_RSRCH_RELIABLE,0.8944003276071337,regression,True
ADI_R_RSRCH_RELIABLE,SRS_RAW_TOTAL,0.7281096445779196,regression,True
ADI_R_RSRCH_RELIABLE,AGE_AT_SCAN,0.0,regression,True
ADI_R_RSRCH_RELIABLE,SEX,0.0,regression,True
ADI_R_RSRCH_RELIABLE,EYE_STATUS_AT_SCAN,0.0,regression,True
ADI_R_RSRCH_RELIABLE,SUB_IN_SMP,0.0,regression,True
ADI_R_RSRCH_RELIABLE,FIQ,0.0,regression,True
ADI_R_RSRCH_RELIABLE,VIQ,0.0,regression,True
ADI_R_RSRCH_RELIABLE,PIQ,0.0,regression,True
ADI_R_RSRCH_RELIABLE,anat_cnr,0.0,regression,True
ADI_R_RSRCH_RELIABLE,anat_efc,0.0,regression,True
ADI_R_RSRCH_RELIABLE,anat_fber,0.0,regression,True
ADI_R_RSRCH_RELIABLE,anat_fwhm,0.03458136361534081,regression,True
ADI_R_RSRCH_RELIABLE,anat_qi1,0.0,regression,True
ADI_R_RSRCH_RELIABLE,anat_snr,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_efc,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_fber,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_fwhm,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_dvars,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_outlier,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_quality,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_mean_fd,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_num_fd,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_perc_fd,0.0,regression,True
ADI_R_RSRCH_RELIABLE,func_gsr,0.0,regression,True
ADI_R_RSRCH_RELIABLE,HANDEDNESS_CATEGORY,0.0,classification,True
ADI_R_RSRCH_RELIABLE,SITE_ID,0.10934314108041648,classification,True
ADI_R_RSRCH_RELIABLE,FIQ_TEST_TYPE,0.06246810512278492,classification,True
ADI_R_RSRCH_RELIABLE,VIQ_TEST_TYPE,0.0,classification,True
ADI_R_RSRCH_RELIABLE,PIQ_TEST_TYPE,0.0,classification,True
ADI_R_RSRCH_RELIABLE,CURRENT_MED_STATUS,0.024835945482939128,classification,True
ADI_R_RSRCH_RELIABLE,qc_rater_1,0.0,classification,True
ADI_R_RSRCH_RELIABLE,qc_anat_rater_2,0.0,classification,True
ADI_R_RSRCH_RELIABLE,qc_func_rater_2,0.0852918506584182,classification,True
ADI_R_RSRCH_RELIABLE,qc_anat_rater_3,0.0,classification,True
ADI_R_RSRCH_RELIABLE,qc_func_rater_3,0.000359470480401158,classification,True
ADI_R_RSRCH_RELIABLE,ID,0.030399107871580955,regression,True
ADI_R_RSRCH_RELIABLE,FILE_ID,0.0,classification,True
ADOS_MODULE,DX_GROUP,0.8842106764648415,regression,True
ADOS_MODULE,ADI_R_SOCIAL_TOTAL_A,0.11932782838399203,regression,True
ADOS_MODULE,ADI_R_VERBAL_TOTAL_BV,0.15334365055667343,regression,True
ADOS_MODULE,ADI_RRB_TOTAL_C,0.128937134985324,regression,True
ADOS_MODULE,ADI_R_RSRCH_RELIABLE,0.49194047524606344,regression,True
ADOS_MODULE,ADOS_MODULE,1.0,predict_itself,True
ADOS_MODULE,ADOS_TOTAL,0.0,regression,True
ADOS_MODULE,ADOS_COMM,0.0,regression,True
ADOS_MODULE,ADOS_SOCIAL,0.0,regression,True
ADOS_MODULE,ADOS_RSRCH_RELIABLE,0.5427103713124555,regression,True
ADOS_MODULE,SRS_RAW_TOTAL,0.5094412695017194,regression,True
ADOS_MODULE,AGE_AT_SCAN,0.07532972906457402,regression,True
ADOS_MODULE,SEX,0.0,regression,True
ADOS_MODULE,EYE_STATUS_AT_SCAN,0.0,regression,True
ADOS_MODULE,SUB_IN_SMP,0.0,regression,True
ADOS_MODULE,FIQ,0.0,regression,True
ADOS_MODULE,VIQ,0.0,regression,True
ADOS_MODULE,PIQ,0.0,regression,True
ADOS_MODULE,anat_cnr,0.0,regression,True
ADOS_MODULE,anat_efc,0.0,regression,True
ADOS_MODULE,anat_fber,0.0,regression,True
ADOS_MODULE,anat_fwhm,0.0,regression,True
ADOS_MODULE,anat_qi1,0.0,regression,True
ADOS_MODULE,anat_snr,0.0,regression,True
ADOS_MODULE,func_efc,0.021776505430528892,regression,True
ADOS_MODULE,func_fber,0.0,regression,True
ADOS_MODULE,func_fwhm,0.0009466970537740371,regression,True
ADOS_MODULE,func_dvars,0.0,regression,True
ADOS_MODULE,func_outlier,0.0,regression,True
ADOS_MODULE,func_quality,0.0,regression,True
ADOS_MODULE,func_mean_fd,0.0,regression,True
ADOS_MODULE,func_num_fd,0.0,regression,True
ADOS_MODULE,func_perc_fd,0.0,regression,True
ADOS_MODULE,func_gsr,0.020898612512389225,regression,True
ADOS_MODULE,HANDEDNESS_CATEGORY,0.0,classification,True
ADOS_MODULE,SITE_ID,0.07845061535680548,classification,True
ADOS_MODULE,FIQ_TEST_TYPE,0.09757617899097176,classification,True
ADOS_MODULE,VIQ_TEST_TYPE,0.0041231495198017195,classification,True
ADOS_MODULE,PIQ_TEST_TYPE,0.0017753511899691122,classification,True
ADOS_MODULE,CURRENT_MED_STATUS,0.010237491248363331,classification,True
ADOS_MODULE,qc_rater_1,0.0,classification,True
ADOS_MODULE,qc_anat_rater_2,0.0,classification,True
ADOS_MODULE,qc_func_rater_2,0.09990441327581,classification,True
ADOS_MODULE,qc_anat_rater_3,0.0,classification,True
ADOS_MODULE,qc_func_rater_3,0.0,classification,True
ADOS_MODULE,ID,0.0333695704205631,regression,True
ADOS_MODULE,FILE_ID,0.0,classification,True
ADOS_TOTAL,DX_GROUP,0.9061047795741674,regression,True
ADOS_TOTAL,ADI_R_SOCIAL_TOTAL_A,0.24615652287078904,regression,True
ADOS_TOTAL,ADI_R_VERBAL_TOTAL_BV,0.1537004805731923,regression,True
ADOS_TOTAL,ADI_RRB_TOTAL_C,0.015807310440269062,regression,True
ADOS_TOTAL,ADI_R_RSRCH_RELIABLE,0.4850488570821012,regression,True
ADOS_TOTAL,ADOS_MODULE,0.1355820637207672,regression,True
ADOS_TOTAL,ADOS_TOTAL,1.0,predict_itself,True
ADOS_TOTAL,ADOS_COMM,0.4788789477085651,regression,True
ADOS_TOTAL,ADOS_SOCIAL,0.7338602513259295,regression,True
ADOS_TOTAL,ADOS_RSRCH_RELIABLE,0.5462065698102032,regression,True
ADOS_TOTAL,SRS_RAW_TOTAL,0.4772765029557321,regression,True
ADOS_TOTAL,AGE_AT_SCAN,0.0,regression,True
ADOS_TOTAL,SEX,0.0,regression,True
ADOS_TOTAL,EYE_STATUS_AT_SCAN,0.0,regression,True
ADOS_TOTAL,SUB_IN_SMP,0.0,regression,True
ADOS_TOTAL,FIQ,0.0,regression,True
ADOS_TOTAL,VIQ,0.0,regression,True
ADOS_TOTAL,PIQ,0.0,regression,True
ADOS_TOTAL,anat_cnr,0.0,regression,True
ADOS_TOTAL,anat_efc,0.0,regression,True
ADOS_TOTAL,anat_fber,0.0,regression,True
ADOS_TOTAL,anat_fwhm,0.0,regression,True
ADOS_TOTAL,anat_qi1,0.0,regression,True
ADOS_TOTAL,anat_snr,0.0,regression,True
ADOS_TOTAL,func_efc,0.0,regression,True
ADOS_TOTAL,func_fber,0.0,regression,True
ADOS_TOTAL,func_fwhm,0.0,regression,True
ADOS_TOTAL,func_dvars,0.0,regression,True
ADOS_TOTAL,func_outlier,0.0,regression,True
ADOS_TOTAL,func_quality,0.0,regression,True
ADOS_TOTAL,func_mean_fd,0.0,regression,True
ADOS_TOTAL,func_num_fd,0.0,regression,True
ADOS_TOTAL,func_perc_fd,0.0,regression,True
ADOS_TOTAL,func_gsr,0.0,regression,True
ADOS_TOTAL,HANDEDNESS_CATEGORY,0.0,classification,True
ADOS_TOTAL,SITE_ID,0.12758088479226076,classification,True
ADOS_TOTAL,FIQ_TEST_TYPE,0.07909765338333727,classification,True
ADOS_TOTAL,VIQ_TEST_TYPE,0.12947728713559997,classification,True
ADOS_TOTAL,PIQ_TEST_TYPE,0.12519194653315993,classification,True
ADOS_TOTAL,CURRENT_MED_STATUS,0.002060656352442026,classification,True
ADOS_TOTAL,qc_rater_1,0.005693338542890444,classification,True
ADOS_TOTAL,qc_anat_rater_2,0.0,classification,True
ADOS_TOTAL,qc_func_rater_2,0.10024757802488865,classification,True
ADOS_TOTAL,qc_anat_rater_3,0.0,classification,True
ADOS_TOTAL,qc_func_rater_3,0.03996510049354458,classification,True
ADOS_TOTAL,ID,0.03312612387443303,regression,True
ADOS_TOTAL,FILE_ID,0.0,classification,True
ADOS_COMM,DX_GROUP,0.8057195908405229,regression,True
ADOS_COMM,ADI_R_SOCIAL_TOTAL_A,0.10075549094953584,regression,True
ADOS_COMM,ADI_R_VERBAL_TOTAL_BV,0.17649692377137793,regression,True
ADOS_COMM,ADI_RRB_TOTAL_C,0.0,regression,True
ADOS_COMM,ADI_R_RSRCH_RELIABLE,0.4600137113328059,regression,True
ADOS_COMM,ADOS_MODULE,0.07985529122739399,regression,True
ADOS_COMM,ADOS_TOTAL,0.46366710889964624,regression,True
ADOS_COMM,ADOS_COMM,1.0,predict_itself,True
ADOS_COMM,ADOS_SOCIAL,0.2599818512186557,regression,True
ADOS_COMM,ADOS_RSRCH_RELIABLE,0.5125579132053555,regression,True
ADOS_COMM,SRS_RAW_TOTAL,0.4662911345972629,regression,True
ADOS_COMM,AGE_AT_SCAN,0.0,regression,True
ADOS_COMM,SEX,0.0,regression,True
ADOS_COMM,EYE_STATUS_AT_SCAN,0.0,regression,True
ADOS_COMM,SUB_IN_SMP,0.0,regression,True
ADOS_COMM,FIQ,0.0,regression,True
ADOS_COMM,VIQ,0.0,regression,True
ADOS_COMM,PIQ,0.0,regression,True
ADOS_COMM,anat_cnr,0.0,regression,True
ADOS_COMM,anat_efc,0.0,regression,True
ADOS_COMM,anat_fber,0.0,regression,True
ADOS_COMM,anat_fwhm,0.0,regression,True
ADOS_COMM,anat_qi1,0.0,regression,True
ADOS_COMM,anat_snr,0.0,regression,True
ADOS_COMM,func_efc,0.0,regression,True
ADOS_COMM,func_fber,0.0,regression,True
ADOS_COMM,func_fwhm,0.0,regression,True
ADOS_COMM,func_dvars,0.0,regression,True
ADOS_COMM,func_outlier,0.0,regression,True
ADOS_COMM,func_quality,0.0,regression,True
ADOS_COMM,func_mean_fd,0.0,regression,True
ADOS_COMM,func_num_fd,0.0,regression,True
ADOS_COMM,func_perc_fd,0.0,regression,True
ADOS_COMM,func_gsr,0.0,regression,True
ADOS_COMM,HANDEDNESS_CATEGORY,0.0,classification,True
ADOS_COMM,SITE_ID,0.11339124890780844,classification,True
ADOS_COMM,FIQ_TEST_TYPE,0.05136204784371671,classification,True
ADOS_COMM,VIQ_TEST_TYPE,0.09876361567459854,classification,True
ADOS_COMM,PIQ_TEST_TYPE,0.09601621170347192,classification,True
ADOS_COMM,CURRENT_MED_STATUS,0.0016550552049899828,classification,True
ADOS_COMM,qc_rater_1,0.0,classification,True
ADOS_COMM,qc_anat_rater_2,0.0,classification,True
ADOS_COMM,qc_func_rater_2,0.07963692205927088,classification,True
ADOS_COMM,qc_anat_rater_3,0.0,classification,True
ADOS_COMM,qc_func_rater_3,0.0,classification,True
ADOS_COMM,ID,0.04829296441730946,regression,True
ADOS_COMM,FILE_ID,0.0,classification,True
ADOS_SOCIAL,DX_GROUP,0.9251111700091292,regression,True
ADOS_SOCIAL,ADI_R_SOCIAL_TOTAL_A,0.23226889169199605,regression,True
ADOS_SOCIAL,ADI_R_VERBAL_TOTAL_BV,0.16663286270982214,regression,True
ADOS_SOCIAL,ADI_RRB_TOTAL_C,0.0,regression,True
ADOS_SOCIAL,ADI_R_RSRCH_RELIABLE,0.5081622877765908,regression,True
ADOS_SOCIAL,ADOS_MODULE,0.17608056707510056,regression,True
ADOS_SOCIAL,ADOS_TOTAL,0.7390009795158561,regression,True
ADOS_SOCIAL,ADOS_COMM,0.291521242032835,regression,True
ADOS_SOCIAL,ADOS_SOCIAL,1.0,predict_itself,True
ADOS_SOCIAL,ADOS_RSRCH_RELIABLE,0.5668003499127517,regression,True
ADOS_SOCIAL,SRS_RAW_TOTAL,0.4895787756712138,regression,True
ADOS_SOCIAL,AGE_AT_SCAN,0.0,regression,True
ADOS_SOCIAL,SEX,0.0,regression,True
ADOS_SOCIAL,EYE_STATUS_AT_SCAN,0.0,regression,True
ADOS_SOCIAL,SUB_IN_SMP,0.0,regression,True
ADOS_SOCIAL,FIQ,0.0,regression,True
ADOS_SOCIAL,VIQ,0.0,regression,True
ADOS_SOCIAL,PIQ,0.0,regression,True
ADOS_SOCIAL,anat_cnr,0.0,regression,True
ADOS_SOCIAL,anat_efc,0.0,regression,True
ADOS_SOCIAL,anat_fber,0.0,regression,True
ADOS_SOCIAL,anat_fwhm,0.0,regression,True
ADOS_SOCIAL,anat_qi1,0.0,regression,True
