,DX_GROUP,ADI_R_SOCIAL_TOTAL_A,ADI_R_VERBAL_TOTAL_BV,ADI_RRB_TOTAL_C,ADI_R_RSRCH_RELIABLE,ADOS_MODULE,ADOS_TOTAL,ADOS_COMM,ADOS_SOCIAL,ADOS_RSRCH_RELIABLE,SRS_RAW_TOTAL,AGE_AT_SCAN,SEX,EYE_STATUS_AT_SCAN,SUB_IN_SMP,FIQ,VIQ,PIQ,anat_cnr,anat_efc,anat_fber,anat_fwhm,anat_qi1,anat_snr,func_efc,func_fber,func_fwhm,func_dvars,func_outlier,func_quality,func_mean_fd,func_num_fd,func_perc_fd,func_gsr,ID
SRS_RAW_TOTAL,-0.7773915896972288,0.6056847693933102,0.650015460711132,0.4853312611020311,0.9200237564685099,-0.3611991029729643,0.11286399712158712,0.22075994222035678,0.13581000992838818,0.9490937461458889,1.0,-0.013956951102961013,-0.05201428452942902,-0.013435909022048068,-0.014486982669996288,-0.2137607914115838,-0.2155060009126525,-0.14487967338902,-0.04721170583441232,-0.009642781665387984,0.03119707374802713,0.008375174546459502,-0.0619286096568503,0.004590692071857757,0.09140910438266575,-0.057206173431241486,0.031846728565030534,0.05522613244632614,0.1085565354225292,0.10728423862077302,0.17471134196285582,0.1669539969317628,0.173921439050071,0.0759195467065387,-0.06342920887509107
AGE_AT_SCAN,0.021020755833502894,0.08019798780706759,0.057364425435234304,-0.016447908128459518,-0.02974793374476217,0.3941880333616327,-0.005079380719981713,0.10326861013835104,-0.04665757366518826,-0.030339618836617423,-0.013956951102961013,1.0,-0.07658492219725396,0.3022570471925683,-0.06452537432654738,0.09549211179593149,0.1464650253609658,0.15412309707282115,-0.11558349098725229,-0.1310469967763781,0.09651314436692633,0.426539730590729,0.07846273834879636,0.09448058519987694,0.21521184853735528,-0.3658616719378748,-0.4451872598601842,-0.09101616648431043,-0.4143425307106676,-0.028241189726384074,-0.10515455808729195,-0.09478460653946214,-0.11722987987915295,0.24630911282409393,0.04471561650013637
SEX,0.07354607028394629,-0.02991903943281121,-0.048532870389103366,-0.0419878474267495,-0.07121906341470044,0.023973396467600907,-0.00773205439659486,-0.054714857684876925,0.0015165920755570814,-0.052018830215097914,-0.05201428452942902,-0.07658492219725396,1.0,-0.006438522182867994,-0.6149889476275658,-0.006187170917028134,0.0027300918766117684,-0.026188122326583865,0.08605330452945925,-0.054340307432392654,0.11271782002587176,-0.0709236609218652,-0.10291317892037607,0.06435826466185963,-0.13289594552406714,0.09814911903248832,0.054541772898582024,-0.07165051601912875,0.056149544310061535,-0.08854199283563524,-0.11195146234326325,-0.09602893682606152,-0.10065430480649148,-0.07763126810055786,0.014323782663562514
EYE_STATUS_AT_SCAN,0.016292378822385142,0.04792924595414451,0.011642112299015302,-0.040286471339465876,-0.0068712342660762205,0.2071994022854309,0.0038963986177445553,0.08153859105012681,-0.013249923786605671,-0.012359790193941091,-0.013435909022048068,0.3022570471925683,-0.006438522182867994,1.0,-0.1593293433805724,0.12681172769212395,0.10913218098800763,0.16501157556295332,-0.307899371688618,-0.13551901513727138,0.06556318471639869,0.18638663841564665,0.4425749262948857,-0.2447637812603766,0.09725190638370391,-0.126655121948002,-0.1886963304422057,0.18249281385347033,-0.28321228020553224,-0.10046854440143095,0.10539024242103585,0.029112751378602104,0.03709080108390423,0.19762673294815222,0.18123518015346002
SUB_IN_SMP,0.03813743988464082,-0.024671789418257966,-0.007783261695983252,0.037506893680581035,0.005599695366433593,-0.020228338281314973,-0.02711472774785721,-0.01316403393731529,-0.013556770977143688,-0.015490755895210713,-0.014486982669996288,-0.06452537432654738,-0.6149889476275658,-0.1593293433805724,1.0,0.04827855321733137,0.04892447343940663,0.01903824615696404,0.04713277637238116,0.08843092855470067,-0.14448920090742964,0.007180843739346448,-0.06265957763139676,-0.08135572984724876,0.09243940310940874,-0.0423093261513333,-0.07684317810591725,-0.049022313335507176,-0.08849129733742159,0.059701516868603935,-0.12869677813472197,-0.12894842549558236,-0.1280837722068705,-0.06277427808869791,-0.1523129697942809
FIQ,0.1974717287485747,-0.15969703259769155,-0.13520215696914364,-0.13554903132715487,-0.20410084893018676,0.18770833102562434,-0.09828249717136159,-0.08553568073355274,-0.11948855411641572,-0.21043418740089173,-0.2137607914115838,0.09549211179593149,-0.006187170917028134,0.12681172769212395,0.04827855321733137,1.0,0.8090585208011616,0.8277985448264625,-0.037004456038516584,-0.015592834531555844,0.013518760203913576,-0.0019444763228352627,0.0759479898468235,-0.05448871967200119,0.02551776668212178,-0.00188802500631066,-0.08779391254156949,-0.032051800851011995,-0.1599701794844099,-0.061784325264589275,-0.12034304999162782,-0.12747829253165752,-0.13202611818504886,-0.02719281069651825,-0.017127806347084083
VIQ,0.21714684979256207,-0.1630121760999056,-0.13473750963931097,-0.1332523372810638,-0.20733137507491214,0.1849004334726038,-0.1243694158687689,-0.12783252981265608,-0.14177731645921793,-0.21481281304981867,-0.2155060009126525,0.1464650253609658,0.0027300918766117684,0.10913218098800763,0.04892447343940663,0.8090585208011616,1.0,0.5072251318127315,-0.025513562349963746,-0.030231400894952975,0.021722125295059368,-0.004084618739260606,-0.01700048551534364,-0.0141089591413509,0.11394493738430196,-0.10936804128109784,-0.06672093497811984,-0.031934022441455975,-0.17676267186972291,-0.049143783204706054,-0.16605372950644728,-0.1521569308665047,-0.16994927622009917,0.01610560244982882,0.01551567126311491
PIQ,0.10481139329707871,-0.12608053924864573,-0.11388462187898661,-0.09894581309527478,-0.1240428468802065,0.16266567388347636,-0.06398621493660116,-0.036664593759345214,-0.09272682781935157,-0.13001463858591433,-0.14487967338902,0.15412309707282115,-0.026188122326583865,0.16501157556295332,0.01903824615696404,0.8277985448264625,0.5072251318127315,1.0,-0.07027297731804669,-0.024218992561459433,-0.0226758115513254,0.07648223177618228,0.10920210783316223,-0.0829663852645354,0.08744440581272035,-0.05669052518692308,-0.12196360386020039,-0.05777643877023702,-0.184345157597467,-0.024871034383193415,-0.10427368991293628,-0.09885965754895926,-0.10549882985023566,0.015227994845259786,0.009508876409289962
anat_cnr,0.05093437127587719,-0.04122978483589965,-0.008655264787133536,-0.013722407399015788,-0.05721443213584872,-0.05402171473467509,-0.05157226493521834,-0.04422034839583019,-0.06585212217266877,-0.041696917900946436,-0.04721170583441232,-0.11558349098725229,0.08605330452945925,-0.307899371688618,0.04713277637238116,-0.037004456038516584,-0.025513562349963746,-0.07027297731804669,1.0,0.12833805833754977,0.1755788905599484,0.0681213400544092,-0.2117758213147918,0.661682120118748,-0.19092416114804492,0.08091442087078682,0.046487156053719746,-0.14015320402488982,0.1153413934332548,0.04172996929090153,-0.06009983273111956,0.018414587953764484,-0.030438196154863775,-0.12619728818451054,-0.12878784125166637
anat_efc,0.003405340950871666,0.011901898492297388,0.0024644622815393922,0.0843820210659445,0.025932418129177234,-0.1323584465447204,0.08500796562424988,0.07354259685061261,0.07666851603685797,-0.0027150684826307892,-0.009642781665387984,-0.1310469967763781,-0.054340307432392654,-0.13551901513727138,0.08843092855470067,-0.015592834531555844,-0.030231400894952975,-0.024218992561459433,0.12833805833754977,1.0,-0.8460007845177501,-0.2994961985753666,-0.06945220575746315,0.28506780925218234,0.1961072232644775,-0.2749709935371887,0.3109157876153747,0.20016016790172214,-0.17246155539569888,-0.029512166732978757,0.09810575791063746,0.14405396793403838,0.12182014223552141,0.37819890315045446,-0.26339887774253923
anat_fber,-0.001107086152752517,-0.0008473815977358125,0.006862306082683038,-0.10400111339222015,0.003668325743074603,0.13349973434692575,-0.050351902960782194,-0.04306363535849555,-0.05424910877311692,0.02982237770570074,0.03119707374802713,0.09651314436692633,0.11271782002587176,0.06556318471639869,-0.14448920090742964,0.013518760203913576,0.021722125295059368,-0.0226758115513254,0.1755788905599484,-0.8460007845177501,1.0,0.22324919814270147,-0.0642114317008224,0.06979630443224602,-0.26695883273096466,0.27997060443095795,-0.19839193801821906,-0.1999643504556387,0.20225861216427218,-0.011761199175811718,-0.08592261045024553,-0.10979448448472583,-0.10196258913542944,-0.3564683243190626,0.23646430073018032
anat_fwhm,-0.031124536015991647,0.03388219449112709,0.03648086022968026,-0.05531600543694628,-0.011989539550348819,0.2788847768281782,-0.029911219582558747,0.0284404957149711,-0.07236610244486814,0.0005084793970278716,0.008375174546459502,0.426539730590729,-0.0709236609218652,0.18638663841564665,0.007180843739346448,-0.0019444763228352627,-0.004084618739260606,0.07648223177618228,0.0681213400544092,-0.2994961985753666,0.22324919814270147,1.0,0.356705070830119,0.08005804445194777,0.007332559594937152,-0.07328189090569624,-0.3927267860437473,-0.1638471280915523,-0.07096023500135659,0.07325580576680939,0.003921803325082429,-0.012342906011750553,-0.033042616354486,0.12193429665355617,-0.1420427745615379
anat_qi1,-0.014700422458701142,0.037356801633909545,0.004075768022278626,-0.0066671445772634105,-0.07503527649919527,0.08457880201318113,0.06717186407695507,0.10645310802624684,0.045441734340475604,-0.06932733154125043,-0.0619286096568503,0.07846273834879636,-0.10291317892037607,0.4425749262948857,-0.06265957763139676,0.0759479898468235,-0.01700048551534364,0.10920210783316223,-0.2117758213147918,-0.06945220575746315,-0.0642114317008224,0.356705070830119,1.0,-0.31044706101145103,-0.07537221465244359,0.10973631757940104,-0.07077091935854785,0.08844581746953736,-0.009656872884620088,-0.1282488943940643,0.13240841371049475,0.06665519051762583,0.09199228106967733,0.12783644549846984,-0.05613079839106707
anat_snr,0.032223213919482754,0.008979936571208007,0.026400125757889057,0.008782687345708567,0.004973081944899718,0.000658990739887498,0.027178953500479712,0.01663935724341559,0.0016339094320855308,0.004237074039353692,0.004590692071857757,0.09448058519987694,0.06435826466185963,-0.2447637812603766,-0.08135572984724876,-0.05448871967200119,-0.0141089591413509,-0.0829663852645354,0.661682120118748,0.28506780925218234,0.06979630443224602,0.08005804445194777,-0.31044706101145103,1.0,0.06013228424967118,-0.2223875556136699,0.14696854250058494,-0.08460380988463961,-0.06632813744609634,-0.05569223405685464,-0.010088735092845478,0.05008057905878205,0.008399569885723874,0.25626199274678235,-0.06569072684945407
func_efc,-0.048980854804340446,0.052569760988860854,0.0355577346789683,0.05525945910547575,0.11541991517278895,-0.024214771908479985,0.07781288855675463,0.04042399513782546,0.06824986807402021,0.09560795273823092,0.09140910438266575,0.21521184853735528,-0.13289594552406714,0.09725190638370391,0.09243940310940874,0.02551776668212178,0.11394493738430196,0.08744440581272035,-0.19092416114804492,0.1961072232644775,-0.26695883273096466,0.007332559594937152,-0.07537221465244359,0.06013228424967118,1.0,-0.8463664645055308,-0.2282672507666584,-0.09762330523285778,-0.12013017226131807,0.2444124109513006,0.05778050271045888,0.11472825402718806,0.10688066545893374,0.6353881938626232,0.15822533523690557
func_fber,0.0029372817483948725,-0.05021236130689093,-0.03801916628977196,-0.03773797584225346,-0.07878211004843226,-0.040881882485687235,-0.0594304079048609,-0.03647818837855655,-0.04039527464222965,-0.05629845011148238,-0.057206173431241486,-0.3658616719378748,0.09814911903248832,-0.126655121948002,-0.0423093261513333,-0.00188802500631066,-0.10936804128109784,-0.05669052518692308,0.08091442087078682,-0.2749709935371887,0.27997060443095795,-0.07328189090569624,0.10973631757940104,-0.2223875556136699,-0.8463664645055308,1.0,0.10051883441833381,0.09487391064327515,0.17484087563439185,-0.12868861122397363,0.017889622894503188,-0.05459164797636071,-0.022768110961374086,-0.6944557961488543,-0.03308569105556604
func_fwhm,-0.04032035813416085,0.013162601618039761,0.008897593846005195,0.0007245085403640762,0.06343951624720603,-0.22494036400834747,0.06612590682073002,0.05377213291749399,0.07834938157021148,0.053164750183214676,0.031846728565030534,-0.4451872598601842,0.054541772898582024,-0.1886963304422057,-0.07684317810591725,-0.08779391254156949,-0.06672093497811984,-0.12196360386020039,0.046487156053719746,0.3109157876153747,-0.19839193801821906,-0.3927267860437473,-0.07077091935854785,0.14696854250058494,-0.2282672507666584,0.10051883441833381,1.0,0.13575322901719852,0.16021611062038085,-0.32099023289357975,0.03885521523231961,0.05322436802752514,0.04899732588602884,0.05307658167658138,-0.14505213099516034
func_dvars,-0.022052035111040893,0.057196835343888065,0.02946206903609745,0.06892173692305671,0.08721351863950641,-0.08727473998610615,0.001236340376460615,0.08616533593625676,0.028991234628811268,0.056647507253929266,0.05522613244632614,-0.09101616648431043,-0.07165051601912875,0.18249281385347033,-0.049022313335507176,-0.032051800851011995,-0.031934022441455975,-0.05777643877023702,-0.14015320402488982,0.20016016790172214,-0.1999643504556387,-0.1638471280915523,0.08844581746953736,-0.08460380988463961,-0.09762330523285778,0.09487391064327515,0.13575322901719852,1.0,-0.12579632871872476,-0.4250413075062008,0.10830917970773073,0.024380344496048804,0.049825613829441597,0.15257160241916146,-0.020389279898099525
func_outlier,-0.11479502466675304,0.012377248360346963,0.027321710424040156,-0.027543843192129706,0.09211904471331503,-0.17342284068874345,0.0451490780467571,-0.04869827909370123,0.06859895606887467,0.12134352502444082,0.1085565354225292,-0.4143425307106676,0.056149544310061535,-0.28321228020553224,-0.08849129733742159,-0.1599701794844099,-0.17676267186972291,-0.184345157597467,0.1153413934332548,-0.17246155539569888,0.20225861216427218,-0.07096023500135659,-0.009656872884620088,-0.06632813744609634,-0.12013017226131807,0.17484087563439185,0.16021611062038085,-0.12579632871872476,1.0,0.40432802286506864,0.4014533166294192,0.4399568681117243,0.45970312349825465,-0.1635742599179621,0.03616324872295508
func_quality,-0.1153275471211376,0.019660286693206967,0.02740807464310724,0.06219090636733379,0.10580419465582654,-0.05409997708813865,0.01362200311898695,-0.053677392570670876,0.00465760392402723,0.12163811860968325,0.10728423862077302,-0.028241189726384074,-0.08854199283563524,-0.10046854440143095,0.059701516868603935,-0.061784325264589275,-0.049143783204706054,-0.024871034383193415,0.04172996929090153,-0.029512166732978757,-0.011761199175811718,0.07325580576680939,-0.1282488943940643,-0.05569223405685464,0.2444124109513006,-0.12868861122397363,-0.32099023289357975,-0.4250413075062008,0.40432802286506864,1.0,0.4934745655539308,0.5515781941414829,0.5164861533130549,-0.06005897719882209,-0.0947232072450535
func_mean_fd,-0.20338433907826556,0.1129953903255007,0.08972165209199034,0.10995187209541436,0.18052344087592856,-0.15876985756935508,0.05482764615229287,0.048052170214625774,0.06368706912838902,0.1868802340002111,0.17471134196285582,-0.10515455808729195,-0.11195146234326325,0.10539024242103585,-0.12869677813472197,-0.12034304999162782,-0.16605372950644728,-0.10427368991293628,-0.06009983273111956,0.09810575791063746,-0.08592261045024553,0.003921803325082429,0.13240841371049475,-0.010088735092845478,0.05778050271045888,0.017889622894503188,0.03885521523231961,0.10830917970773073,0.4014533166294192,0.4934745655539308,1.0,0.9213920710809872,0.9318024649336477,0.20952105476956728,-0.08615836266838753
func_num_fd,-0.20737841460749523,0.11167153921296587,0.10554517272038702,0.10229180123931346,0.1672654655353948,-0.1543647968003216,0.059130761916863034,0.03992528627319165,0.06272307477879152,0.17772395492384574,0.1669539969317628,-0.09478460653946214,-0.09602893682606152,0.029112751378602104,-0.12894842549558236,-0.12747829253165752,-0.1521569308665047,-0.09885965754895926,0.018414587953764484,0.14405396793403838,-0.10979448448472583,-0.012342906011750553,0.06665519051762583,0.05008057905878205,0.11472825402718806,-0.05459164797636071,0.05322436802752514,0.024380344496048804,0.4399568681117243,0.5515781941414829,0.9213920710809872,1.0,0.9884174779978047,0.209919040295932,-0.10093449022361262
func_perc_fd,-0.21097369961606263,0.11268948487948677,0.10720130825820338,0.10283613057430417,0.17333358853110284,-0.16352533230318972,0.06275032721630347,0.04229971574134243,0.07176491418596335,0.1830201562174654,0.173921439050071,-0.11722987987915295,-0.10065430480649148,0.03709080108390423,-0.1280837722068705,-0.13202611818504886,-0.16994927622009917,-0.10549882985023566,-0.030438196154863775,0.12182014223552141,-0.10196258913542944,-0.033042616354486,0.09199228106967733,0.008399569885723874,0.10688066545893374,-0.022768110961374086,0.04899732588602884,0.049825613829441597,0.45970312349825465,0.5164861533130549,0.9318024649336477,0.9884174779978047,1.0,0.2013451949831489,-0.048544429281826604
func_gsr,-0.048526809343233605,0.11011009959575385,0.08474618419451267,0.08903316072988604,0.09197168353129154,0.0029990517640728505,0.08229342024453638,0.11771602231865909,0.054228188539301905,0.06193744200349668,0.0759195467065387,0.24630911282409393,-0.07763126810055786,0.19762673294815222,-0.06277427808869791,-0.02719281069651825,0.01610560244982882,0.015227994845259786,-0.12619728818451054,0.37819890315045446,-0.3564683243190626,0.12193429665355617,0.12783644549846984,0.25626199274678235,0.6353881938626232,-0.6944557961488543,0.05307658167658138,0.15257160241916146,-0.1635742599179621,-0.06005897719882209,0.20952105476956728,0.209919040295932,0.2013451949831489,1.0,-0.06799036455639654
ID,0.06170253569537133,-0.05098201403813362,-0.03653457034132851,-0.04534986573508808,-0.08107833471270702,-0.026219655787867672,-0.02141046987674606,-0.07692073077732342,-0.0025555306789999954,-0.06839135734197267,-0.06342920887509107,0.04471561650013637,0.014323782663562514,0.18123518015346002,-0.1523129697942809,-0.017127806347084083,0.01551567126311491,0.009508876409289962,-0.12878784125166637,-0.26339887774253923,0.23646430073018032,-0.1420427745615379,-0.05613079839106707,-0.06569072684945407,0.15822533523690557,-0.03308569105556604,-0.14505213099516034,-0.020389279898099525,0.03616324872295508,-0.0947232072450535,-0.08615836266838753,-0.10093449022361262,-0.048544429281826604,-0.06799036455639654,1.0
